video_id,category_id,duration_seconds,upload_hour,upload_dayofweek,is_weekend,early_snapshot_age_hours,early_snapshot_count,early_views,early_likes,early_comments,early_views_per_hour,early_like_rate,early_comment_rate,early_engagement_rate,target_snapshot_age_hours,target_engagement_rate
_ziUviej1jE,15.0,1563.0,22,4,0,5.938705277777777,33,1443,211,22,242.98225497055827,14.622314622314622,1.5246015246015243,16.146916146916148,23.93873444444445,7.254253308128544
aGTZ5gvxeVo,15.0,16.0,20,2,0,5.939036944444444,21,1298,26,0,218.553952794348,2.0030816640986133,0.0,2.0030816640986133,23.93897555555556,0.8630094605376712
aGfFb25Qvt4,22.0,6.0,10,1,0,5.941536111111111,33,938,7,1,157.87163158797787,0.7462686567164178,0.1066098081023454,0.8528784648187633,23.941489722222222,1.539645881447267
aGqyYPMwbEo,27.0,2710.0,16,4,0,5.942587222222222,33,443,46,18,74.54665509046426,10.383747178329571,4.063205417607223,14.446952595936793,23.942703055555555,3.538050734312417
aSI1pR3cPDg,15.0,55.0,20,6,1,5.995357777777778,23,16550,1251,35,2760.469118514288,7.558912386706948,0.2114803625377643,7.770392749244713,23.99546638888889,4.081077668677097
aWHuyUUE_mw,15.0,32.0,21,1,0,5.890408055555556,30,18680,702,2,3171.2573770474023,3.758029978586724,0.0107066381156316,3.768736616702356,24.056998611111112,2.8757721345229923
a_B3gcPjsxE,15.0,22.0,22,6,1,5.914280277777777,34,5368,171,5,907.6336845532394,3.1855439642324885,0.0931445603576751,3.278688524590164,24.080916388888888,1.815080177413852
acDckzXaUEs,15.0,60.0,22,1,0,5.897119444444445,34,9584,561,16,1625.2002507815723,5.853505843071787,0.1669449081803005,6.020450751252087,24.063754166666666,4.670225489338117
am5G0FHlgkQ,15.0,851.0,22,0,0,5.944721111111111,33,8008,441,24,1347.0774911597573,5.506993006993008,0.2997002997002997,5.806693306693306,23.944533888888888,4.35823754789272
bdSmBAL-QAg,15.0,306.0,20,5,1,5.861506666666666,25,11828,1878,473,2017.911208267272,15.87757862698681,3.9989854582346975,19.876564085221503,24.02809111111111,8.651693685272194
btUkQBdlNPE,22.0,287.0,4,2,0,5.855615,18,1,0,0,0.1707762549279623,0.0,0.0,0.0,24.022423611111112,0.0
buI7YSa36k8,15.0,46.0,21,4,0,5.9383944444444445,30,2013,53,9,338.98051381265606,2.6328862394436165,0.4470938897168405,3.0799801291604574,23.93848111111112,1.9571951562940015
c7vI7KJ0rso,15.0,380.0,21,0,0,5.966213333333333,32,2357,379,63,395.05794853687206,16.07976240984302,2.672889266016122,18.75265167585914,23.96588472222222,12.553468476845826
c9KXh4otuEQ,15.0,1533.0,21,5,1,5.946248055555556,27,4685,723,62,787.8917859174784,15.43223052294557,1.3233724653148344,16.755602988260407,23.94615888888889,5.362745571269971
cAdlZ9tgYBU,22.0,4182.0,12,4,0,5.945354166666667,27,12,5,0,2.0183827007782686,41.66666666666667,0.0,41.66666666666667,23.945453333333333,9.230769230769232
cM8VuYRyPeM,15.0,120.0,21,3,0,5.888961111111111,28,7017,1775,88,1191.551424369324,25.29571041755736,1.2540971925324214,26.549807610089783,24.05563555555556,13.199217378217028
czprWwb-5Ds,15.0,51.0,20,3,0,5.8628969444444445,25,3893,651,13,664.0062134622583,16.722322116619573,0.3339326997174415,17.056254816337017,24.029541944444443,10.7429718875502
dKiDe10mew8,23.0,311.0,7,5,1,5.941193055555555,36,122,23,6,20.53459614242276,18.852459016393443,4.918032786885246,23.770491803278688,23.941245833333333,6.2596599690881
dQO29WcaOEE,15.0,1203.0,20,6,1,5.965066666666667,27,5333,35,5,894.0386248826501,0.6562910181886368,0.0937558597412338,0.7500468779298706,23.965251666666667,0.818208866408807
dYNCljrLIIs,20.0,837.0,13,5,1,5.941184444444445,15,3324,265,72,559.4843976116996,7.972322503008423,2.166064981949458,10.138387484957882,23.941159722222224,3.425533346793189
de4fhOmLEJc,24.0,481.0,1,6,1,5.945690277777778,36,6,2,0,1.009134300591675,33.33333333333333,0.0,33.33333333333333,23.94573888888889,15.789473684210526
dr3cPiJ_HYM,22.0,1328.0,0,6,1,5.940612222222223,30,6,1,0,1.0099969120279595,16.666666666666664,0.0,16.666666666666664,23.94073,14.285714285714285
dvlMNwmmhRY,24.0,11042.0,5,0,0,5.934841944444445,21,37,9,0,6.065873419543935,24.324324324324326,0.0,24.324324324324326,23.93499305555556,18.27242524916944
dw-Be_wHDgg,24.0,626.0,18,5,1,5.943205555555556,27,2983,405,33,501.9176893876013,13.576935970499498,1.1062688568555146,14.683204827355013,23.94313,4.454356592936576
e2xWLNMFvGI,22.0,843.0,6,2,0,5.939221666666667,27,2,0,0,0.3367444611850094,0.0,0.0,0.0,23.93937305555556,0.0
ePzA-o_CdXw,17.0,3000.0,16,2,0,5.938991388888889,33,520,1,0,87.55695469989315,0.1923076923076923,0.0,0.1923076923076923,23.93899111111111,0.1865671641791044
eWuUcg8FqOA,22.0,833.0,12,5,1,5.94125,27,181,13,1,30.46496949295182,7.18232044198895,0.5524861878453038,7.734806629834254,23.94120138888889,1.9316493313521543
egIH7FHp7TQ,19.0,3284.0,20,1,0,5.937413055555556,21,8779,1034,39,1478.5900724534586,11.77810684588222,0.4442419409955576,12.222348786877776,23.937359722222222,8.306893567926162
eqS5uvhjH40,26.0,513.0,15,4,0,5.944301666666667,27,10,1,0,1.6822833969002806,10.0,0.0,10.0,23.944292222222224,4.0
fOTu6kzogeA,15.0,19.0,22,4,0,5.936483055555556,33,23903,680,14,4026.458052066836,2.8448311927373133,0.0585700539681211,2.9034012467054344,23.936512222222223,1.0002847785846505
fW2ePaw5R5A,15.0,49.0,21,5,1,5.942914722222222,27,2041,52,3,343.43417252280767,2.547770700636943,0.1469867711905928,2.6947574718275358,23.94282555555556,2.390158172231986
fhgiIaFCjUE,15.0,60.0,19,3,0,5.899335,19,11380,815,5,1929.0309840007392,7.161687170474516,0.0439367311072056,7.205623901581721,24.06600861111111,1.854185875366904
fxuJMalSAz0,15.0,568.0,21,5,1,5.996864166666667,28,369,6,0,61.53215909926257,1.6260162601626018,0.0,1.6260162601626018,23.9967125,0.7929515418502203
g-h6oCqv82Q,27.0,1422.0,16,1,0,5.935645,33,186,1,4,31.33610584864829,0.5376344086021506,2.1505376344086025,2.6881720430107525,23.935621666666663,0.998003992015968
g1lmQQUTwpU,15.0,663.0,21,5,1,5.854641944444444,28,1934,189,9,330.33617057234403,9.772492244053774,0.4653567735263702,10.237849017580144,24.021214722222226,2.5699562976974755
g5GUVzNNyas,15.0,36.0,21,4,0,5.936523611111111,27,2611,147,0,439.81969432634185,5.630026809651475,0.0,5.630026809651475,23.936546666666665,3.722816070770365
g6xtcj-fy7g,10.0,318.0,8,5,1,5.853518333333334,4,34,6,8,5.808472454315937,17.647058823529413,23.52941176470588,41.17647058823529,24.02017,12.408759124087592
